-122.19346	37.38297
-122.19352	37.38292
-122.19341	37.38286
-122.19334	37.38284
-122.19319	37.38285
-122.1931	37.38288
-122.1929	37.383
-122.19259	37.38314
-122.19224	37.38326
-122.19154	37.38364
-122.19	37.38451
-122.1896	37.38472
-122.18939	37.38476
-122.1893	37.38477
-122.18885	37.38475
-122.18804	37.38473
-122.18794	37.38471
-122.18777	37.38466
-122.1873	37.38435
-122.18659	37.38386
-122.18635	37.3836
-122.1857	37.38289
-122.18531	37.38253
-122.18507	37.38238
-122.18482	37.38225
-122.1847	37.38215
-122.18463	37.38206
-122.18459	37.38198
-122.18457	37.38167
-122.18452	37.38148
-122.18441	37.3813
-122.18426	37.38114
-122.18408	37.38106
-122.18388	37.38101
-122.18357	37.38098
-122.18299	37.38098
-122.18263	37.381
-122.18234	37.38106
-122.18216	37.38114
-122.18201	37.38124
-122.18189	37.38139
-122.1818	37.38161
-122.1816	37.38244
-122.18146	37.38281
-122.18119	37.38338
-122.18115	37.38361
-122.18109	37.38412
-122.181	37.38444
-122.18088	37.38465
-122.18064	37.38499
-122.18036	37.38532
-122.18007	37.38553
-122.1798	37.3857
-122.17941	37.38605
-122.17876	37.38664
-122.17867	37.38668
-122.17852	37.38674
-122.17835	37.38678
-122.17675	37.38704
-122.17644	37.38706
-122.1761	37.38705
-122.17482	37.38691
