624	663
638	662
657	665
676	665
689	665
708	665
724	662
735	662
748	667
763	667
779	665
797	664
812	664
833	664
849	664
864	664
880	664
899	664
912	662
924	662
937	662
950	663
964	663
976	663
986	663
998	666
1011	666
1024	666
1036	666
1048	666
1058	666
1072	666
1087	666
1100	666
1112	666
1124	667
1133	665
1144	665
1152	665
1152	666
1166	664
1175	665
1187	666
1203	666
1209	663
1210	665
1210	665
1228	665
1246	663
1256	663
1272	661
1280	659
1291	653
1297	650
1312	645
1324	640
1330	631
1331	630
1346	613
1354	604
1362	595
1368	585
1375	573
1379	561
1380	560
1389	537
1392	526
1393	508
1393	494
1393	484
1393	473
1392	461
1388	450
1383	437
1375	422
1363	406
1355	393
1344	380
1333	369
1319	357
1305	348
1287	339
1268	334
1249	328
1231	325
1215	323
1202	323
1184	324
1164	324
1145	324
1131	325
1116	325
1100	325
1083	325
1070	325
1058	325
1041	325
1034	325
1020	325
1011	326
1000	326
1000	326
1000	326
987	326
972	326
959	326
945	326
931	325
916	325
904	326
892	326
882	326
869	325
852	325
840	324
824	324
813	325
800	325
791	327
778	327
766	327
755	325
743	325
730	325
712	326
696	326
684	326
667	325
653	325
638	325
619	324
607	325
596	326
585	329
568	333
559	337
550	341
537	344
520	352
512	363
504	371
498	376
491	384
483	395
476	402
472	413
465	426
464	427
460	445
460	445
453	469
452	503
452	513
452	524
455	536
459	549
462	565
463	565
483	593
491	601
498	607
502	616
510	623
518	630
528	643
545	653
560	658
573	660
589	662
610	664
628	661
644	665
659	667
676	665
697	663
